"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00092159","2005-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","271.2","2,0","15",",0","13",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","29","2,0","21","2,0","","","20050709",",2,0","20050731","+,,0","20050731","+,,0","","","20050711",",,0","20050728","+,2,0","20.0","2,0,09,","0",",,0,31,+","0",",,0,31,+","53.1",",,0,11,","35.6","2,0,28,+","0.0","0","0.0","2,0","179.9",",,,0","0",",,,0","27.69","2,0","32.79","2,,,0","22.59","2,,,0"
"USC00092159","2005-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","269.0",",0","14",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","20050827",",,0","20050831","+,,0","20050831","+,,0","","","20050817",",,0","20050822",",,0","20.0",",0,27,","0",",,0,31,+","0",",,0,31,+","63.5",",,0,17,","35.6",",0,22,","0.0","0","0.0",",0","176.6",",,,0","0",",,,0","27.01",",0","31.81",",,,0","22.21",",,,0"
"USC00092159","2005-09","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","204.0","3,0","3",",0","3",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","1,0","29","1,0","14","1,0","","","20050930","+,3,0","20050930","+,,0","20050930","+,,0","","","20050927",",,0","20050920",",1,0","16.7","3,0,30,+","0",",,0,30,+","0",",,0,30,+","7.6",",,0,27,","35.0","1,0,20,","0.0","0","0.0","1,0","18.3",",,,0","0",",,,0","25.85","3,0","31.74","1,,,0","19.97","3,,,0"
"USC00092159","2005-10","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","78.2","1,0","3",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","22","1,0","0","1,0","","","20051030","+,1,0","20051031","+,,0","20051031","+,,0","","","20051006",",,0","20051005","+,1,0","2.8","1,0,30,+","0",",,0,31,+","0",",,0,31,+","18.3",",,0,06,","31.1","1,0,05,+","55.9","0","55.9","1,0","24.9",",,,0","0",",,,0","19.07","1,0","25.00","1,,,0","13.15","1,,,0"
"USC00092159","2005-11","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","7.9","1,0","6","1,0","5","1,0","2","1,0","0",",0","0",",0","0","1,0","5","1,0","0","1,0","14","1,0","0","1,0","","","20051117",",1,0","20051130","+,,0","20051130","+,,0","","","20051129",",1,0","20051109",",1,0","-2.8","1,0,17,","0",",,0,30,+","0",",,0,30,+","61.5","1,,0,29,","28.9","1,0,09,","202.8","0","146.9","1,0","132.6","1,,,0","0",",,,0","13.54","1,0","20.56","1,,,0","6.51","1,,,0"
"USC00092159","2005-12","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","0.0","1,0","6","2,0","6","2,0","0","2,0","0",",0","0",",0","0",",0","22",",0","0","1,0","1","1,0","0","1,0","","","20051224","+,,0","20051217",",,0","20051217",",,0","","","20051216",",2,0","20051205",",1,0","-5.6",",0,24,+","0",",T,0,17,","0",",T,0,17,","9.4","2,,0,16,","26.7","1,0,05,","561.5","0","358.7","1,0","32.8","2,,,0","0",",T,,0","6.42","1,0","13.26","1,,,0","-0.42",",,,0"
"USC00092159","2006-01","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","7","4,0","5","4,0","0","4,0","0",",0","0",",0","0","4,0","9","4,0","","","","","","","","","20060119",",4,0","20060131","+,,0","20060131","+,,0","","","20060102",",4,0","","","-2.8","4,0,19,","0",",,0,31,+","0",",,0,31,+","19.1","4,,0,02,","","","","","","","90.0",",a,,0","0",",,,0","","","","","3.41","4,,,0"
"USC00092159","2006-02","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","0.0","2,0","9",",0","7",",0","1",",0","0",",0","0",",0","0","1,0","17","1,0","0","1,0","5","1,0","0","1,0","","","20060215",",1,0","20060228","+,,0","20060228","+,,0","","","20060226",",,0","20060224","+,1,0","-6.7","1,0,15,","0",",,0,28,+","0",",,0,28,+","52.1",",,0,26,","23.3","1,0,24,+","","","274.7","1,0","106.7",",,,0","0",",,,0","7.94","2,0","15.55","1,,,0","0.33","1,,,0"
"USC00092159","2006-03","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","1.1","2,0","7","2,0","4","2,0","1","2,0","0",",0","0",",0","0","2,0","3","2,0","0","2,0","14","2,0","0","2,0","","","20060326",",2,0","20060331","+,,0","20060331","+,,0","","","20060310",",2,0","20060331",",2,0","-4.4","2,0,26,","0",",,0,31,+","0",",,0,31,+","33.0","2,,0,10,","27.2","2,0,31,","","","162.9","2,0","68.9",",a,,0","0",",,,0","12.75","2,0","20.54","2,,,0","4.96","2,,,0"
"USC00092159","2006-04","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","39.0","4,0","5",",0","4",",0","1",",0","0",",0","0",",0","0","4,0","0","4,0","0","1,0","29","1,0","0","1,0","","","20060410","+,4,0","20060430","+,,0","20060430","+,,0","","","20060409",",,0","20060421",",1,0","5.6","4,0,10,+","0",",,0,30,+","0",",,0,30,+","48.3",",,0,09,","30.6","1,0,21,","","","22.9","1,0","71.5",",,,0","0",",,,0","18.97","4,0","26.67","1,,,0","11.28","4,,,0"
"USC00092159","2006-05","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","103.0","4,0","6","1,0","4","1,0","1","1,0","0",",0","0",",0","0","4,0","0","4,0","0","2,0","29","2,0","10","2,0","","","20060513",",4,0","20060531","+,,0","20060531","+,,0","","","20060511",",1,0","20060531","+,2,0","9.4","4,0,13,","0",",,0,31,+","0",",,0,31,+","71.1","1,,0,11,","35.6","2,0,31,+","","","14.7","2,0","91.4","1,,,0","0",",,,0","21.72","4,0","28.63","2,,,0","14.80","4,,,0"
"USC00092159","2006-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","223.7","3,0","3","2,0","2","2,0","0","2,0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","27","3,0","23","3,0","","","20060607",",3,0","20060630","+,,0","20060630","+,,0","","","20060613",",2,0","20060622",",3,0","15.0","3,0,07,","0",",,0,30,+","0",",,0,30,+","21.6","2,,0,13,","37.8","3,0,22,","","","0.0","3,0","44.2",",a,,0","0",",,,0","26.62","3,0","34.01","3,,,0","19.23","3,,,0"
"USC00092159","2006-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","298.0","2,0","5","2,0","4","2,0","0","2,0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","30","1,0","27","1,0","","","20060709",",2,0","20060731","+,,0","20060731","+,,0","","","20060723",",2,0","20060717",",1,0","18.3","2,0,09,","0",",,0,31,+","0",",,0,31,+","17.8","2,,0,23,","38.3","1,0,17,","0.0","0","0.0","1,0","43.5",",a,,0","0",",,,0","28.64","2,0","35.98","1,,,0","21.30","2,,,0"
"USC00092159","2006-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","288.2","2,0","6","2,0","5","2,0","1","2,0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","29","2,0","27","2,0","","","20060814","+,2,0","20060831","+,,0","20060831","+,,0","","","20060824",",2,0","20060809","+,2,0","20.6","2,0,14,+","0",",,0,31,+","0",",,0,31,+","29.2","2,,0,24,","36.7","2,0,09,+","0.0","0","0.0","2,0","91.0",",a,,0","0",",,,0","28.27","2,0","34.18","2,,,0","22.36","2,,,0"
"USC00092159","2006-09","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","150.8",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","","","20060930","+,,0","20060930","+,,0","20060930","+,,0","","","20060919",",,0","20060905","+,,0","10.0",",0,30,+","0",",,0,30,+","0",",,0,30,+","54.1",",,0,19,","33.3",",0,05,+","1.7","0","1.7",",0","85.4",",,,0","0",",,,0","23.31",",0","29.63",",,,0","16.98",",,,0"
"USC00092159","2006-10","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","42.0","2,0","7",",0","6",",0","1",",0","0","3,0","0","1,0","0","2,0","0","2,0","0","1,0","22","1,0","0","1,0","","","20061025","+,2,0","20061031","+,3,0","20061031","+,1,0","","","20061028",",,0","20061020","+,1,0","2.2","2,0,25,+","0","3,,0,31,+","0","1,,0,31,+","43.2",",,0,28,","30.6","1,0,20,+","80.9","0","79.2","1,0","74.5",",,,0","0","1,,,0","17.01","2,0","24.43","1,,,0","9.59","2,,,0"
"USC00092159","2006-11","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","1.1","3,0","3","2,0","3","2,0","0","2,0","0",",0","0",",0","0","3,0","1","3,0","0","2,0","10","2,0","0","2,0","","","20061113",",3,0","20061130","+,,0","20061130","+,,0","","","20061130",",2,0","20061111","+,2,0","-2.2","3,0,13,","0",",,0,30,+","0",",,0,30,+","17.8","2,,0,30,","25.6","2,0,11,+","253.2","0","172.3","2,0","83.8",",a,,0","0",",,,0","12.01","3,0","19.83","2,,,0","4.19","3,,,0"
"USC00092159","2006-12","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","3.1",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","8",",0","0",",0","","","20061210",",,0","20061231","+,,0","20061231","+,,0","","","20061225",",,0","20061201",",,0","-7.8",",0,10,","0",",,0,31,+","0",",,0,31,+","22.4",",,0,25,","25.0",",0,01,","500.1","0","246.9",",0","47.6",",,,0","0",",,,0","10.47",",0","17.58",",,,0","3.35",",,,0"
"USC00092159","2007-01","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.0","0","0.0","1,0","9",",0","5",",0","2",",0","0",",0","0",",0","0","1,0","9","1,0","0",",0","6",",0","0",",0","","","20070131",",1,0","20070131","+,,0","20070131","+,,0","","","20070122",",,0","20070117","+,,0","-5.6","1,0,31,","0",",,0,31,+","0",",,0,31,+","33.0",",,0,22,","23.9",",0,17,+","769.7","0","269.6",",0","111.8",",,,0","0",",,,0","9.35","1,0","15.55",",,,0","3.16","1,,,0"
"USC00092159","2007-02","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.0","0","0.0","2,0","7",",0","6",",0","1",",0","0",",0","0",",0","0","2,0","15","2,0","0",",0","6",",0","0",",0","","","20070204",",2,0","20070228","+,,0","20070228","+,,0","","","20070210",",,0","20070228","+,,0","-6.1","2,0,04,","0",",,0,28,+","0",",,0,28,+","25.4",",,0,10,","23.9",",0,28,+","1053.4","0","283.7",",0","74.7",",,,0","0",",,,0","7.68","2,0","15.30",",,,0","0.06","2,,,0"
"USC00092159","2007-03","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","18.9","0","18.9","1,0","2",",0","2",",0","1",",0","0",",0","0",",0","0","1,0","2","1,0","0","1,0","25","1,0","0","1,0","","","20070306",",1,0","20070331","+,,0","20070331","+,,0","","","20070302",",,0","20070326",",1,0","-1.1","1,0,06,","0",",,0,31,+","0",",,0,31,+","44.5",",,0,02,","31.7","1,0,26,","1141.2","0","87.8","1,0","62.3",",,,0","0",",,,0","16.04","1,0","24.72","1,,,0","7.35","1,,,0"
"USC00092159","2007-04","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","33.7","0","14.8","2,0","8",",0","7",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","23","2,0","0","2,0","","","20070408",",2,0","20070430","+,,0","20070430","+,,0","","","20070415",",,0","20070425",",2,0","0.6","2,0,08,","0",",,0,30,+","0",",,0,30,+","53.3",",,0,15,","27.8","2,0,25,","1219.5","0","78.3","2,0","97.1",",,,0","0",",,,0","16.07","2,0","23.61","2,,,0","8.52","2,,,0"
"USC00092159","2007-05","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","153.5","0","119.8","2,0","2",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","2,0","29","2,0","5","2,0","","","20070521",",1,0","20070531","+,,0","20070531","+,,0","","","20070513",",,0","20070515","+,2,0","10.6","1,0,21,","0",",,0,31,+","0",",,0,31,+","2.5",",,0,13,","33.3","2,0,15,+","1220.3","0","0.8","2,0","4.8",",,,0","0",",,,0","22.40","2,0","30.43","2,,,0","14.36","1,,,0"
"USC00092159","2007-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","386.6","0","233.1",",0","7",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","22",",0","","","20070604","+,,0","20070630","+,,0","20070630","+,,0","","","20070612",",,0","20070611",",,0","15.0",",0,04,+","0",",,0,30,+","0",",,0,30,+","61.0",",,0,12,","36.1",",0,11,","1220.3","0","0.0",",0","112.8",",,,0","0",",,,0","26.10",",0","32.81",",,,0","19.39",",,,0"
"USC00092159","2007-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","644.3","0","257.7","1,0","9",",0","6",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","22","1,0","","","20070708","+,1,0","20070731","+,,0","20070731","+,,0","","","20070702",",,0","20070703","+,1,0","19.4","1,0,08,+","0",",,0,31,+","0",",,0,31,+","44.7",",,0,02,","36.7","1,0,03,+","0.0","0","0.0","1,0","138.4",",,,0","0",",,,0","26.92","1,0","32.78","1,,,0","21.06","1,,,0"
"USC00092159","2007-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","977.6","0","333.3","1,0","7","1,0","7","1,0","1","1,0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","30","1,0","","","20070831",",1,0","20070831","+,,0","20070831","+,,0","","","20070813",",1,0","20070811",",1,0","21.1","1,0,31,","0",",,0,31,+","0",",,0,31,+","38.6","1,,0,13,","40.0","1,0,11,","0.0","0","0.0","1,0","93.2","1,,,0","0",",,,0","29.44","1,0","35.89","1,,,0","23.00","1,,,0"
"USC00092159","2007-09","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1156.8","0","179.2","2,0","7",",0","5",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","29","1,0","11","1,0","","","20070914",",2,0","20070930","+,,0","20070930","+,,0","","","20070901",",,0","20070912",",1,0","9.4","2,0,14,","0",",,0,30,+","0",",,0,30,+","18.5",",,0,01,","34.4","1,0,12,","0.0","0","0.0","1,0","65.6",",,,0","0",",,,0","24.68","2,0","30.79","1,,,0","18.58","2,,,0"
"USC00092159","2007-10","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1221.9","0","65.1","1,0","5","2,0","3","2,0","0","2,0","0",",0","0",",0","0","1,0","1","1,0","0","1,0","27","1,0","0","1,0","","","20071014",",1,0","20071031","+,,0","20071031","+,,0","","","20071024",",2,0","20071010",",1,0","-0.6","1,0,14,","0",",,0,31,+","0",",,0,31,+","10.2","2,,0,24,","31.1","1,0,10,","50.7","0","50.7","1,0","36.4",",a,,0","0",",,,0","18.82","1,0","25.81","1,,,0","11.82","1,,,0"
"USC00092159","2007-11","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1223.3","0","1.4","2,0","4","2,0","2","2,0","2","2,0","0",",0","0",",0","0","2,0","4","2,0","0","1,0","15","1,0","0","1,0","","","20071118","+,2,0","20071130","+,,0","20071130","+,,0","","","20071127",",2,0","20071115","+,1,0","-0.6","2,0,18,+","0",",,0,30,+","0",",,0,30,+","48.3","2,,0,27,","26.1","1,0,15,+","203.0","0","152.3","1,0","87.3",",a,,0","0",",,,0","12.94","2,0","20.88","1,,,0","4.99","2,,,0"
"USC00092159","2007-12","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1224.7","0","1.4","2,0","8","2,0","6","2,0","1","2,0","0",",0","0",",0","0","2,0","7","2,0","0","1,0","11","1,0","0","1,0","4","","20071218","+,2,0","20071231","+,,0","20071231","+,,0","","","20071229",",2,0","20071212","+,1,0","-2.2","2,0,18,+","0",",,0,31,+","0",",,0,31,+","25.4","2,,0,29,","27.2","1,0,12,+","404.3","0","201.3","1,0","88.5",",a,,0","0",",,,0","11.51","2,0","17.92","1,,,0","5.09","2,,,0"
"USC00092159","2008-01","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.6","0","0.6","3,0","8",",0","7",",0","2",",0","0",",0","0",",0","0","3,0","14","3,0","0",",0","4",",0","0",",0","","","20080104",",3,0","20080131","+,,0","20080131","+,,0","","","20080111",",,0","20080111","+,,0","-7.8","3,0,04,","0",",,0,31,+","0",",,0,31,+","50.8",",,0,11,","22.8",",0,11,+","721.6","0","317.3",",0","121.4",",,,0","0",",,,0","7.03","3,0","13.24",",,,0","0.83","3,,,0"
"USC00092159","2008-02","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.6","0","0.0","1,0","5","3,0","4","3,0","3","3,0","0",",0","0",",0","0","1,0","12","1,0","0",",0","10",",0","0",",0","","","20080228","+,1,0","20080229","+,,0","20080229","+,,0","","","20080201",",3,0","20080218",",,0","-3.9","1,0,28,+","0",",,0,29,+","0",",,0,29,+","38.1","3,,0,01,","23.9",",0,18,","967.8","0","246.2",",0","159.3","1,a,,0","0",",,,0","9.65","1,0","18.01",",,,0","1.29","1,,,0"
"USC00092159","2008-03","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","3.7","0","3.1","1,0","4",",0","4",",0","2",",0","0",",0","0",",0","0","1,0","5","1,0","0","1,0","20","1,0","0","1,0","","","20080309",",1,0","20080331","+,,0","20080331","+,,0","","","20080304",",,0","20080330",",1,0","-1.7","1,0,09,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,04,","28.9","1,0,30,","1133.6","0","165.8","1,0","89.5",",,,0","0",",,,0","12.91","1,0","21.73","1,,,0","4.09","1,,,0"
"USC00092159","2008-04","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","34.4","0","30.7","3,0","7",",0","6",",0","1",",0","0",",0","0",",0","0","3,0","0","3,0","0","2,0","20","2,0","0","2,0","","","20080416","+,3,0","20080430","+,,0","20080430","+,,0","","","20080406",",,0","20080425","+,2,0","3.3","3,0,16,+","0",",,0,30,+","0",",,0,30,+","30.5",",,0,06,","30.0","2,0,25,+","1182.3","0","48.7","2,0","60.5",",,,0","0",",,,0","17.74","3,0","24.42","2,,,0","11.06","3,,,0"
"USC00092159","2008-05","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","144.5","0","110.1","3,0","5","2,0","5","2,0","1","2,0","0",",0","0",",0","0","3,0","0","3,0","0","2,0","29","2,0","4","2,0","","","20080501",",3,0","20080531","+,,0","20080531","+,,0","","","20080511",",2,0","20080531",",2,0","5.6","3,0,01,","0",",,0,31,+","0",",,0,31,+","50.8","2,,0,11,","34.4","2,0,31,","1185.8","0","3.5","2,0","87.6",",a,,0","0",",,,0","22.14","3,0","28.90","2,,,0","15.37","3,,,0"
"USC00092159","2008-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","392.4","0","247.9","3,0","6",",0","5",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","27","3,0","25","3,0","","","20080620",",3,0","20080630","+,,0","20080630","+,,0","","","20080614",",,0","20080610",",3,0","16.7","3,0,20,","0",",,0,30,+","0",",,0,30,+","24.1",",,0,14,","37.8","3,0,10,","1185.8","0","0.0","3,0","45.4",",,,0","0",",,,0","27.51","3,0","34.18","3,,,0","20.85","3,,,0"
"USC00092159","2008-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","673.6","0","281.2","1,0","7",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","27","1,0","1","","20080701",",,0","20080731","+,,0","20080731","+,,0","","","20080712",",,0","20080722",",1,0","15.6",",0,01,","0",",,0,31,+","0",",,0,31,+","22.1",",,0,12,","37.8","1,0,22,","0.0","0","0.0","1,0","91.1",",,,0","0",",,,0","27.68","1,0","34.06","1,,,0","21.29",",,,0"
"USC00092159","2008-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","933.2","0","259.6",",0","9",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","20080814",",,0","20080831","+,,0","20080831","+,,0","","","20080824",",,0","20080807",",,0","14.4",",0,14,","0",",,0,31,+","0",",,0,31,+","76.2",",,0,24,","37.8",",0,07,","0.0","0","0.0",",0","211.0",",,,0","0",",,,0","26.71",",0","32.38",",,,0","21.04",",,,0"
"USC00092159","2008-09","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1112.0","0","178.8","2,0","3",",0","2",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","30",",0","11",",0","1","","20080926","+,2,0","20080930","+,,0","20080930","+,,0","","","20080907",",,0","20080909",",,0","12.8","2,0,26,+","0",",,0,30,+","0",",,0,30,+","7.1",",,0,07,","33.9",",0,09,","0.0","0","0.0",",0","12.2",",,,0","0",",,,0","24.72","2,0","30.28",",,,0","19.16","2,,,0"
"USC00092159","2008-10","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1160.7","0","48.7","1,0","6",",0","5",",0","2",",0","0",",0","0",",0","0","1,0","3","1,0","0","1,0","22","1,0","0","1,0","","","20081022",",1,0","20081031","+,,0","20081031","+,,0","","","20081009",",,0","20081001",",1,0","-1.1","1,0,22,","0",",,0,31,+","0",",,0,31,+","57.9",",,0,09,","31.1","1,0,01,","76.0","0","76.0","1,0","145.1",",,,0","0",",,,0","17.42","1,0","24.02","1,,,0","10.82","1,,,0"
"USC00092159","2008-11","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1160.7","0","0.0","2,0","5","2,0","5","2,0","1","2,0","0",",0","0",",0","0","2,0","7","2,0","0","2,0","8","2,0","0","2,0","","","20081121",",2,0","20081130","+,,0","20081130","+,,0","","","20081130",",2,0","20081115",",2,0","-6.1","2,0,21,","0",",,0,30,+","0",",,0,30,+","49.5","2,,0,30,","25.6","2,0,15,","284.4","0","208.4","2,0","95.6",",a,,0","0",",,,0","10.89","2,0","18.20","2,,,0","3.59","2,,,0"
"USC00092159","2008-12","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","3",",0","3",",0","1",",0","0",",0","0",",0","","","","","","","","","","","1","","","","20081231","+,,0","20081231","+,,0","","","20081210",",,0","","","","","0",",,0,31,+","0",",,0,31,+","85.1",",,0,10,","","","","","","","101.1",",,,0","0",",,,0","","","","","",""
"USC00092159","2009-01","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.5","0","0.5","2,0","6",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","15","1,0","0","2,0","3","2,0","0","2,0","","","20090121","+,1,0","20090131","+,,0","20090131","+,,0","","","20090104",",,0","20090107",",2,0","-6.7","1,0,21,+","0",",,0,31,+","0",",,0,31,+","16.5",",,0,04,","24.4","2,0,07,","","","292.3","2,0","55.9",",,,0","0",",,,0","8.24","2,0","15.41","2,,,0","1.07","1,,,0"
"USC00092159","2009-02","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.5","0","0.0",",0","7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","14",",0","0",",0","10",",0","0",",0","","","20090204",",,0","20090228","+,,0","20090228","+,,0","","","20090228",",,0","20090226",",,0","-7.2",",0,04,","0",",,0,28,+","0",",,0,28,+","50.8",",,0,28,","23.3",",0,26,","","","261.2",",0","132.9",",,,0","0",",,,0","9.00",",0","17.31",",,,0","0.69",",,,0"
"USC00092159","2009-03","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","2.7","0","2.2","1,0","8",",0","8",",0","5",",0","1",",0","1",",0","0","1,0","5","1,0","0","1,0","17","1,0","0","1,0","2","","20090304",",1,0","20090302",",,0","20090302",",,0","","","20090316",",,0","20090313","+,1,0","-3.3","1,0,04,","102",",,0,02,","102",",,0,02,","53.3",",,0,16,","28.3","1,0,13,+","","","143.2","1,0","278.7",",,,0","102",",,,0","13.63","1,0","20.26","1,,,0","7.00","1,,,0"
"USC00092159","2009-04","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","25.3","0","22.6","1,0","8","2,0","7","2,0","4","2,0","0",",0","0",",0","0","1,0","2","1,0","0","1,0","23","1,0","0","1,0","","","20090409","+,1,0","20090430","+,,0","20090430","+,,0","3","","20090401",",2,0","20090426",",1,0","-0.6","1,0,09,+","0",",,0,30,+","0",",,0,30,+","35.1","2,,0,01,","31.7","1,0,26,","","","86.3","1,0","188.3",",a,,0","0",",,,0","16.14","1,0","23.40","1,,,0","8.88","1,,,0"
"USC00092159","2009-05","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","153.4","0","128.1",",0","17",",0","14",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","2","","20090520","+,,0","20090531","+,,0","20090531","+,,0","6","","20090526",",,0","20090516","+,,0","11.1",",0,20,+","0",",,0,31,+","0",",,0,31,+","27.9",",,0,26,","31.1",",0,16,+","","","2.0",",0","141.2",",,,0","0",",,,0","22.40",",0","27.61",",,,0","17.19",",,,0"
"USC00092159","2009-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","416.2","0","262.8",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","23",",0","1","","20090607","+,,0","20090630","+,,0","20090630","+,,0","2","","20090605",",,0","20090621",",,0","16.7",",0,07,+","0",",,0,30,+","0",",,0,30,+","71.1",",,0,05,","37.2",",0,21,","","","0.0",",0","99.3",",,,0","0",",,,0","27.09",",0","33.04",",,,0","21.15",",,,0"
"USC00092159","2009-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","661.7","0","245.5","1,0","10",",0","9",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","21","1,0","","","20090723","+,1,0","20090731","+,,0","20090731","+,,0","4","","20090717",",,0","20090702",",1,0","15.6","1,0,23,+","0",",,0,31,+","0",",,0,31,+","21.6",",,0,17,","36.1","1,0,02,","0.0","0","0.0","1,0","104.3",",,,0","0",",,,0","26.52","1,0","32.74","1,,,0","20.29","1,,,0"
